date,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
2030-01-03 00:00,78913.125,78713.555,78713.555,78913.125,78713.555,78913.125,78913.125,78713.555,78913.125,78713.555,78713.555,78913.125,78713.555,78713.555,78713.555,78713.555,78913.125
2030-01-03 01:00,75984.586,75740.46,75740.46,75984.586,75740.46,75984.586,75984.586,75740.46,75984.586,75740.46,75740.46,75984.586,75740.46,75740.46,75740.46,75740.46,75984.586
2030-01-03 02:00,74582.16,74232.69,74232.69,74582.16,74232.69,74582.16,74582.16,74232.69,74582.16,74232.69,74232.69,74582.16,74232.69,74232.69,74232.69,74232.69,74582.16
2030-01-03 03:00,73812.445,73536.3,73536.3,73812.445,73536.3,73812.445,73812.445,73536.3,73812.445,73536.3,73536.3,73812.445,73536.3,73536.3,73536.3,73536.3,73812.445
2030-01-03 04:00,74443.58,74167.45,74167.45,74443.58,74167.45,74443.58,74443.58,74167.45,74443.58,74167.45,74167.45,74443.58,74167.45,74167.45,74167.45,74167.45,74443.58
2030-01-03 05:00,76524.984,76271.87,76271.87,76524.984,76271.87,76524.984,76524.984,76271.87,76524.984,76271.87,76271.87,76524.984,76271.87,76271.87,76271.87,76271.87,76524.984
2030-01-03 06:00,79448.57,79273.586,79273.586,79448.57,79273.586,79448.57,79448.57,79273.586,79448.57,79273.586,79273.586,79448.57,79273.586,79273.586,79273.586,79273.586,79448.57
2030-01-03 07:00,86626.47,86424.46,86424.46,86626.47,86424.46,86626.47,86626.47,86424.46,86626.47,86424.46,86424.46,86626.47,86424.46,86424.46,86424.46,86424.46,86626.47
2030-01-03 08:00,97556.93,97355.15,97355.15,97556.93,97355.15,97556.93,97556.93,97355.15,97556.93,97355.15,97355.15,97556.93,97355.15,97355.15,97355.15,97355.15,97556.93
2030-01-03 09:00,99184.44,98959.22,98959.22,99184.44,98959.22,99184.44,99184.44,98959.22,99184.44,98959.22,98959.22,99184.44,98959.22,98959.22,98959.22,98959.22,99184.44
2030-01-03 10:00,97218.92,96990.4,96990.4,97218.92,96990.4,97218.92,97218.92,96990.4,97218.92,96990.4,96990.4,97218.92,96990.4,96990.4,96990.4,96990.4,97218.92
2030-01-03 11:00,96336.45,96013.25,96013.25,96336.45,96013.25,96336.45,96336.45,96013.25,96336.45,96013.25,96013.25,96336.45,96013.25,96013.25,96013.25,96013.25,96336.45
2030-01-03 12:00,93477.42,92829.97,92829.97,93477.42,92829.97,93477.42,93477.42,92829.97,93477.42,92829.97,92829.97,93477.42,92829.97,92829.97,92829.97,92829.97,93477.42
2030-01-03 13:00,96627.78,95997.195,95997.195,96627.78,95997.195,96627.78,96627.78,95997.195,96627.78,95997.195,95997.195,96627.78,95997.195,95997.195,95997.195,95997.195,96627.78
2030-01-03 14:00,96983.88,96402.086,96402.086,96983.88,96402.086,96983.88,96983.88,96402.086,96983.88,96402.086,96402.086,96983.88,96402.086,96402.086,96402.086,96402.086,96983.88
2030-01-03 15:00,96378.99,95927.77,95927.77,96378.99,95927.77,96378.99,96378.99,95927.77,96378.99,95927.77,95927.77,96378.99,95927.77,95927.77,95927.77,95927.77,96378.99
2030-01-03 16:00,98906.195,98390.06,98390.06,98906.195,98390.06,98906.195,98906.195,98390.06,98906.195,98390.06,98390.06,98906.195,98390.06,98390.06,98390.06,98390.06,98906.195
2030-01-03 17:00,98749.445,98103.89,98103.89,98749.445,98103.89,98749.445,98749.445,98103.89,98749.445,98103.89,98103.89,98749.445,98103.89,98103.89,98103.89,98103.89,98749.445
2030-01-03 18:00,96570.08,95965.055,95965.055,96570.08,95965.055,96570.08,96570.08,95965.055,96570.08,95965.055,95965.055,96570.08,95965.055,95965.055,95965.055,95965.055,96570.08
2030-01-03 19:00,94401.25,93557.92,93557.92,94401.25,93557.92,94401.25,94401.25,93557.92,94401.25,93557.92,93557.92,94401.25,93557.92,93557.92,93557.92,93557.92,94401.25
2030-01-03 20:00,91359.24,90555.9,90555.9,91359.24,90555.9,91359.24,91359.24,90555.9,91359.24,90555.9,90555.9,91359.24,90555.9,90555.9,90555.9,90555.9,91359.24
2030-01-03 21:00,87696.33,87062.59,87062.59,87696.33,87062.59,87696.33,87696.33,87062.59,87696.33,87062.59,87062.59,87696.33,87062.59,87062.59,87062.59,87062.59,87696.33
2030-01-03 22:00,83851.89,83620.484,83620.484,83851.89,83620.484,83851.89,83851.89,83620.484,83851.89,83620.484,83620.484,83851.89,83620.484,83620.484,83620.484,83620.484,83851.89
2030-01-03 23:00,84433.82,84250.23,84250.23,84433.82,84250.23,84433.82,84433.82,84250.23,84433.82,84250.23,84250.23,84433.82,84250.23,84250.23,84250.23,84250.23,84433.82
2030-01-04 00:00,78548.28,78599.34,78548.28,78548.28,78548.28,78693.42,78638.02,78548.28,78583.19,78638.02,78638.02,78548.28,78638.02,78756.19,78638.02,78548.28,78548.28
2030-01-04 01:00,75529.15,75580.47,75529.15,75529.15,75529.15,75701.125,75631.23,75529.15,75605.31,75631.23,75631.23,75529.15,75631.23,75817.31,75631.23,75529.15,75529.15
2030-01-04 02:00,73977.46,74067.234,73977.46,73977.46,73977.46,74199.05,74115.98,73977.46,74060.48,74115.98,74115.98,73977.46,74115.98,74353.84,74115.98,73977.46,73977.46
2030-01-04 03:00,73299.86,73358.32,73299.86,73299.86,73299.86,73492.695,73413.57,73299.86,73389.68,73413.57,73413.57,73299.86,73413.57,73627.086,73413.57,73299.86,73299.86
2030-01-04 04:00,73954.72,74022.945,73954.72,73954.72,73954.72,74137.85,74066.54,73954.72,74009.95,74066.54,74066.54,73954.72,74066.54,74240.234,74066.54,73954.72,73954.72
2030-01-04 05:00,76075.82,76158.086,76075.82,76075.82,76075.82,76254.4,76187.86,76075.82,76101.625,76187.86,76187.86,76075.82,76187.86,76308.58,76187.86,76075.82,76075.82
2030-01-04 06:00,79108.195,79153.9,79108.195,79108.195,79108.195,79247.63,79190.05,79108.195,79141.24,79190.05,79190.05,79108.195,79190.05,79281.61,79190.05,79108.195,79108.195
2030-01-04 07:00,86265.555,86337.125,86265.555,86265.555,86265.555,86421.766,86367.39,86265.555,86260.48,86367.39,86367.39,86265.555,86367.39,86421.05,86367.39,86265.555,86265.555
2030-01-04 08:00,97220.46,97323.81,97220.46,97220.46,97220.46,97391.266,97341.85,97220.46,97135.07,97341.85,97341.85,97220.46,97341.85,97279.18,97341.85,97220.46,97220.46
2030-01-04 09:00,98878.836,99040.19,98878.836,98878.836,98878.836,99065.21,99027.14,98878.836,98659.48,99027.14,99027.14,98878.836,99027.14,98790.234,99027.14,98878.836,98878.836
2030-01-04 10:00,96945.28,97126.26,96945.28,96945.28,96945.28,97132.69,97102.26,96945.28,96675.17,97102.26,97102.26,96945.28,97102.26,96800.6,97102.26,96945.28,96945.28
2030-01-04 11:00,95956.91,96246.28,95956.91,95956.91,95956.91,96234.55,96193.38,95956.91,95537.016,96193.38,96193.38,95956.91,96193.38,95688.25,96193.38,95956.91,95956.91
2030-01-04 12:00,92673.945,93142.414,92673.945,92673.945,92673.945,93157.44,93071.05,92673.945,92066.76,93071.05,93071.05,92673.945,93071.05,92441.836,93071.05,92673.945,92673.945
2030-01-04 13:00,95854.81,96363.81,95854.81,95854.81,95854.81,96352.984,96274.42,95854.81,95195.99,96274.42,96274.42,95854.81,96274.42,95530.87,96274.42,95854.81,95854.81
2030-01-04 14:00,96512.27,97131.99,96512.27,96512.27,96512.27,96982.83,96967.266,96512.27,95503.91,96967.266,96967.266,96512.27,96967.266,95755.92,96967.266,96512.27,96512.27
2030-01-04 15:00,96112.305,96776.31,96112.305,96112.305,96112.305,96571.15,96570.76,96112.305,95003.33,96570.76,96570.76,96112.305,96570.76,95069.83,96570.76,96112.305,96112.305
2030-01-04 16:00,98353.67,98901.734,98353.67,98353.67,98353.67,98818.31,98767.28,98353.67,97579.836,98767.28,98767.28,98353.67,98767.28,97781.984,98767.28,98353.67,98353.67
2030-01-04 17:00,97810.68,98198.42,97810.68,97810.68,97810.68,98286.07,98170.8,97810.68,97438.32,98170.8,98170.8,97810.68,98170.8,97834.65,98170.8,97810.68,97810.68
2030-01-04 18:00,95566.17,95840.32,95566.17,95566.17,95566.17,96054.805,95902.7,95566.17,95362.14,95902.7,95902.7,95566.17,95902.7,95732.96,95902.7,95566.17,95566.17
2030-01-04 19:00,92998.37,93276.41,92998.37,92998.37,92998.37,93588.74,93384.49,92998.37,92881.8,93384.49,93384.49,92998.37,93384.49,93417.336,93384.49,92998.37,92998.37
2030-01-04 20:00,90004.164,90228.45,90004.164,90004.164,90004.164,90541.41,90346.77,90004.164,89974.03,90346.77,90346.77,90004.164,90346.77,90498.9,90346.77,90004.164,90004.164
2030-01-04 21:00,86666.47,86883.36,86666.47,86666.47,86666.47,87080.055,86948.336,86666.47,86586.914,86948.336,86948.336,86666.47,86948.336,87033.87,86948.336,86666.47,86666.47
2030-01-04 22:00,83440.83,83526.3,83440.83,83440.83,83440.83,83618.2,83559.96,83440.83,83432.22,83559.96,83559.96,83440.83,83559.96,83627.31,83559.96,83440.83,83440.83
2030-01-04 23:00,84105.67,84175.92,84105.67,84105.67,84105.67,84246.125,84198.016,84105.67,84101.55,84198.016,84198.016,84105.67,84198.016,84246.1,84198.016,84105.67,84105.67
2030-01-05 00:00,77991.24,77704.88,77153.66,75546.54,76061.71,74219.2,76289.55,76203.125,75546.54,74312.59,76874.6,77775.45,73855.83,76061.71,77366.87,76874.6,77212.72
2030-01-05 01:00,75510.03,75340.77,74960.76,73931.7,74287.85,72931.1,74431.29,74330.72,73931.7,73007.78,74776.266,75357.67,72591.516,74287.85,75124.89,74776.266,75031.9
2030-01-05 02:00,73944.164,73689.445,73179.29,71511.0,72057.21,70007.99,72315.27,72240.555,71511.0,70139.73,72908.2,73738.77,69577.625,72057.21,73379.31,72908.2,73248.87
2030-01-05 03:00,73312.72,73128.39,72769.516,71437.76,71906.79,70081.03,72134.83,72053.62,71437.76,70202.0,72591.02,73147.234,69647.0,71906.79,72931.8,72591.02,72842.36
2030-01-05 04:00,73960.34,73760.32,73396.72,72223.805,72648.625,70987.516,72852.836,72747.58,72223.805,71101.83,73254.37,73770.12,70565.86,72648.625,73561.79,73254.37,73498.85
2030-01-05 05:00,75843.91,75582.18,74981.68,72909.96,73519.414,71501.84,73839.1,73717.78,72909.96,71597.87,74675.51,75616.86,71059.29,73519.414,75227.95,74675.51,75085.61
2030-01-05 06:00,77503.76,77094.59,76300.45,73901.57,74635.414,71975.78,75009.95,74879.37,73901.57,72158.44,75941.04,77159.055,71383.0,74635.414,76612.6,75941.04,76426.86
2030-01-05 07:00,80909.52,80152.89,78837.07,74501.984,75757.305,71301.125,76434.87,76305.72,74501.984,71579.94,78228.54,80273.266,70510.34,75757.305,79354.63,78228.54,79042.516
2030-01-05 08:00,84376.23,82708.16,79959.33,70938.234,73495.586,65617.4,74773.14,74922.28,70938.234,66140.625,78499.125,83282.38,64667.34,73495.586,80752.42,78499.125,79906.74
2030-01-05 09:00,79921.41,76895.8,72065.71,59485.56200000001,62467.926,55082.06200000001,63984.145,64703.406,59485.56200000001,55552.715,69432.22,78370.38,54601.707,62467.926,72994.72,69432.22,71226.53
