date,seoul,busan,daegu,incheon,gwangju,daejeon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
2030-01-03 00:00,78713.555,78713.555,78913.125,78913.125,78913.125,78913.125,78913.125,78913.125,78713.555,78713.555,78713.555,78713.555,78713.555,78913.125,78713.555,78913.125,78913.125
2030-01-03 01:00,75740.46,75740.46,75984.586,75984.586,75984.586,75984.586,75984.586,75984.586,75740.46,75740.46,75740.46,75740.46,75740.46,75984.586,75740.46,75984.586,75984.586
2030-01-03 02:00,74232.69,74232.69,74582.16,74582.16,74582.16,74582.16,74582.16,74582.16,74232.69,74232.69,74232.69,74232.69,74232.69,74582.16,74232.69,74582.16,74582.16
2030-01-03 03:00,73536.3,73536.3,73812.445,73812.445,73812.445,73812.445,73812.445,73812.445,73536.3,73536.3,73536.3,73536.3,73536.3,73812.445,73536.3,73812.445,73812.445
2030-01-03 04:00,74167.45,74167.45,74443.58,74443.58,74443.58,74443.58,74443.58,74443.58,74167.45,74167.45,74167.45,74167.45,74167.45,74443.58,74167.45,74443.58,74443.58
2030-01-03 05:00,76271.87,76271.87,76524.984,76524.984,76524.984,76524.984,76524.984,76524.984,76271.87,76271.87,76271.87,76271.87,76271.87,76524.984,76271.87,76524.984,76524.984
2030-01-03 06:00,79273.586,79273.586,79448.57,79448.57,79448.57,79448.57,79448.57,79448.57,79273.586,79273.586,79273.586,79273.586,79273.586,79448.57,79273.586,79448.57,79448.57
2030-01-03 07:00,86424.46,86424.46,86626.47,86626.47,86626.47,86626.47,86626.47,86626.47,86424.46,86424.46,86424.46,86424.46,86424.46,86626.47,86424.46,86626.47,86626.47
2030-01-03 08:00,97355.15,97355.15,97556.93,97556.93,97556.93,97556.93,97556.93,97556.93,97355.15,97355.15,97355.15,97355.15,97355.15,97556.93,97355.15,97556.93,97556.93
2030-01-03 09:00,98959.22,98959.22,99184.44,99184.44,99184.44,99184.44,99184.44,99184.44,98959.22,98959.22,98959.22,98959.22,98959.22,99184.44,98959.22,99184.44,99184.44
2030-01-03 10:00,96990.4,96990.4,97218.92,97218.92,97218.92,97218.92,97218.92,97218.92,96990.4,96990.4,96990.4,96990.4,96990.4,97218.92,96990.4,97218.92,97218.92
2030-01-03 11:00,96013.25,96013.25,96336.45,96336.45,96336.45,96336.45,96336.45,96336.45,96013.25,96013.25,96013.25,96013.25,96013.25,96336.45,96013.25,96336.45,96336.45
2030-01-03 12:00,92829.97,92829.97,93477.42,93477.42,93477.42,93477.42,93477.42,93477.42,92829.97,92829.97,92829.97,92829.97,92829.97,93477.42,92829.97,93477.42,93477.42
2030-01-03 13:00,95997.195,95997.195,96627.78,96627.78,96627.78,96627.78,96627.78,96627.78,95997.195,95997.195,95997.195,95997.195,95997.195,96627.78,95997.195,96627.78,96627.78
2030-01-03 14:00,96402.086,96402.086,96983.88,96983.88,96983.88,96983.88,96983.88,96983.88,96402.086,96402.086,96402.086,96402.086,96402.086,96983.88,96402.086,96983.88,96983.88
2030-01-03 15:00,95927.77,95927.77,96378.99,96378.99,96378.99,96378.99,96378.99,96378.99,95927.77,95927.77,95927.77,95927.77,95927.77,96378.99,95927.77,96378.99,96378.99
2030-01-03 16:00,98390.06,98390.06,98906.195,98906.195,98906.195,98906.195,98906.195,98906.195,98390.06,98390.06,98390.06,98390.06,98390.06,98906.195,98390.06,98906.195,98906.195
2030-01-03 17:00,98103.89,98103.89,98749.445,98749.445,98749.445,98749.445,98749.445,98749.445,98103.89,98103.89,98103.89,98103.89,98103.89,98749.445,98103.89,98749.445,98749.445
2030-01-03 18:00,95965.055,95965.055,96570.08,96570.08,96570.08,96570.08,96570.08,96570.08,95965.055,95965.055,95965.055,95965.055,95965.055,96570.08,95965.055,96570.08,96570.08
2030-01-03 19:00,93557.92,93557.92,94401.25,94401.25,94401.25,94401.25,94401.25,94401.25,93557.92,93557.92,93557.92,93557.92,93557.92,94401.25,93557.92,94401.25,94401.25
2030-01-03 20:00,90555.9,90555.9,91359.24,91359.24,91359.24,91359.24,91359.24,91359.24,90555.9,90555.9,90555.9,90555.9,90555.9,91359.24,90555.9,91359.24,91359.24
2030-01-03 21:00,87062.59,87062.59,87696.33,87696.33,87696.33,87696.33,87696.33,87696.33,87062.59,87062.59,87062.59,87062.59,87062.59,87696.33,87062.59,87696.33,87696.33
2030-01-03 22:00,83620.484,83620.484,83851.89,83851.89,83851.89,83851.89,83851.89,83851.89,83620.484,83620.484,83620.484,83620.484,83620.484,83851.89,83620.484,83851.89,83851.89
2030-01-03 23:00,84250.23,84250.23,84433.82,84433.82,84433.82,84433.82,84433.82,84433.82,84250.23,84250.23,84250.23,84250.23,84250.23,84433.82,84250.23,84433.82,84433.82
2030-01-04 00:00,78583.19,78583.19,78693.42,78756.19,78583.19,78693.42,78756.19,78756.19,78638.02,78638.02,78693.42,78756.19,78693.42,78756.19,78548.28,78781.34,78693.42
2030-01-04 01:00,75605.31,75605.31,75701.125,75817.31,75605.31,75701.125,75817.31,75817.31,75631.23,75631.23,75701.125,75817.31,75701.125,75817.31,75529.15,75855.55,75701.125
2030-01-04 02:00,74060.48,74060.48,74199.05,74353.84,74060.48,74199.05,74353.84,74353.84,74115.98,74115.98,74199.05,74353.84,74199.05,74353.84,73977.46,74405.195,74199.05
2030-01-04 03:00,73389.68,73389.68,73492.695,73627.086,73389.68,73492.695,73627.086,73627.086,73413.57,73413.57,73492.695,73627.086,73492.695,73627.086,73299.86,73663.07,73492.695
2030-01-04 04:00,74009.95,74009.95,74137.85,74240.234,74009.95,74137.85,74240.234,74240.234,74066.54,74066.54,74137.85,74240.234,74137.85,74240.234,73954.72,74266.59,74137.85
2030-01-04 05:00,76101.625,76101.625,76254.4,76308.58,76101.625,76254.4,76308.58,76308.58,76187.86,76187.86,76254.4,76308.58,76254.4,76308.58,76075.82,76342.14,76254.4
2030-01-04 06:00,79141.24,79141.24,79247.63,79281.61,79141.24,79247.63,79281.61,79281.61,79190.05,79190.05,79247.63,79281.61,79247.63,79281.61,79108.195,79283.96,79247.63
2030-01-04 07:00,86260.48,86260.48,86421.766,86421.05,86260.48,86421.766,86421.05,86421.05,86367.39,86367.39,86421.766,86421.05,86421.766,86421.05,86265.555,86395.68,86421.766
2030-01-04 08:00,97135.07,97135.07,97391.266,97279.18,97135.07,97391.266,97279.18,97279.18,97341.85,97341.85,97391.266,97279.18,97391.266,97279.18,97220.46,97201.414,97391.266
2030-01-04 09:00,98659.48,98659.48,99065.21,98790.234,98659.48,99065.21,98790.234,98790.234,99027.14,99027.14,99065.21,98790.234,99065.21,98790.234,98878.836,98678.55,99065.21
2030-01-04 10:00,96675.17,96675.17,97132.69,96800.6,96675.17,97132.69,96800.6,96800.6,97102.26,97102.26,97132.69,96800.6,97132.69,96800.6,96945.28,96681.96,97132.69
2030-01-04 11:00,95537.016,95537.016,96234.55,95688.25,95537.016,96234.55,95688.25,95688.25,96193.38,96193.38,96234.55,95688.25,96234.55,95688.25,95956.91,95464.625,96234.55
2030-01-04 12:00,92066.76,92066.76,93157.44,92441.836,92066.76,93157.44,92441.836,92441.836,93071.05,93071.05,93157.44,92441.836,93157.44,92441.836,92673.945,92246.97,93157.44
2030-01-04 13:00,95195.99,95195.99,96352.984,95530.87,95195.99,96352.984,95530.87,95530.87,96274.42,96274.42,96352.984,95530.87,96352.984,95530.87,95854.81,95243.516,96352.984
2030-01-04 14:00,95503.91,95503.91,96982.83,95755.92,95503.91,96982.83,95755.92,95755.92,96967.266,96967.266,96982.83,95755.92,96982.83,95755.92,96512.27,95381.37,96982.83
2030-01-04 15:00,95003.33,95003.33,96571.15,95069.83,95003.33,96571.15,95069.83,95069.83,96570.76,96570.76,96571.15,95069.83,96571.15,95069.83,96112.305,94474.29,96571.15
2030-01-04 16:00,97579.836,97579.836,98818.31,97781.984,97579.836,98818.31,97781.984,97781.984,98767.28,98767.28,98818.31,97781.984,98818.31,97781.984,98353.67,97393.26,98818.31
2030-01-04 17:00,97438.32,97438.32,98286.07,97834.65,97438.32,98286.07,97834.65,97834.65,98170.8,98170.8,98286.07,97834.65,98286.07,97834.65,97810.68,97667.17,98286.07
2030-01-04 18:00,95362.14,95362.14,96054.805,95732.96,95362.14,96054.805,95732.96,95732.96,95902.7,95902.7,96054.805,95732.96,96054.805,95732.96,95566.17,95536.3,96054.805
2030-01-04 19:00,92881.8,92881.8,93588.74,93417.336,92881.8,93588.74,93417.336,93417.336,93384.49,93384.49,93588.74,93417.336,93588.74,93417.336,92998.37,93283.766,93588.74
2030-01-04 20:00,89974.03,89974.03,90541.41,90498.9,89974.03,90541.41,90498.9,90498.9,90346.77,90346.77,90541.41,90498.9,90541.41,90498.9,90004.164,90436.16,90541.41
2030-01-04 21:00,86586.914,86586.914,87080.055,87033.87,86586.914,87080.055,87033.87,87033.87,86948.336,86948.336,87080.055,87033.87,87080.055,87033.87,86666.47,86995.984,87080.055
2030-01-04 22:00,83432.22,83432.22,83618.2,83627.31,83432.22,83618.2,83627.31,83627.31,83559.96,83559.96,83618.2,83627.31,83618.2,83627.31,83440.83,83611.83,83618.2
2030-01-04 23:00,84101.55,84101.55,84246.125,84246.1,84101.55,84246.125,84246.1,84246.1,84198.016,84198.016,84246.125,84246.1,84246.125,84246.1,84105.67,84226.91,84246.125
2030-01-05 00:00,72982.17,73855.83,74312.59,77775.45,77212.72,75803.0,77990.766,75546.54,77624.17,77704.88,76289.55,76289.55,76061.71,72982.17,77113.055,76203.125,77991.24
2030-01-05 01:00,71693.69,72591.516,73007.78,75357.67,75031.9,74060.42,75524.0,73931.7,75270.71,75340.77,74431.29,74431.29,74287.85,71693.69,74957.484,74330.72,75510.03
2030-01-05 02:00,68372.28,69577.625,70139.73,73738.77,73248.87,71801.99,73951.18,71511.0,73605.66,73689.445,72315.27,72315.27,72057.21,68372.28,73149.734,72240.555,73944.164
2030-01-05 03:00,68570.87,69647.0,70202.0,73147.234,72842.36,71659.055,73325.28,71437.76,73056.23,73128.39,72134.83,72134.83,71906.79,68570.87,72769.09,72053.62,73312.72
2030-01-05 04:00,69482.32,70565.86,71101.83,73770.12,73498.85,72390.28,73972.22,72223.805,73677.02,73760.32,72852.836,72852.836,72648.625,69482.32,73430.28,72747.58,73960.34
2030-01-05 05:00,70067.77,71059.29,71597.87,75616.86,75085.61,73168.14,75864.14,72909.96,75476.766,75582.18,73839.1,73839.1,73519.414,70067.77,74971.95,73717.78,75843.91
2030-01-05 06:00,69760.18,71383.0,72158.44,77159.055,76426.86,74250.516,77525.06,73901.57,76950.28,77094.59,75009.95,75009.95,74635.414,69760.18,76288.34,74879.37,77503.76
2030-01-05 07:00,68692.77,70510.34,71579.94,80273.266,79042.516,75170.41,80940.164,74501.984,79907.47,80152.89,76434.87,76434.87,75757.305,68692.77,78820.35,76305.72,80909.52
2030-01-05 08:00,61730.22,64667.34,66140.625,83282.38,79906.74,72963.8,84248.03,70938.234,82433.67,82708.16,74773.14,74773.14,73495.586,61730.22,79488.52,74922.28,84376.23
2030-01-05 09:00,52462.895,54601.707,55552.715,78370.38,71226.53,62465.2,79400.67,59485.562,76784.94,76895.8,63984.145,63984.145,62467.926,52462.895,70662.85,64703.406,79921.41
2030-01-05 10:00,52447.586,54640.43,55611.438,77074.414,70118.64,62246.11,77947.45,59381.062,75539.09,75592.43,63608.04,63608.04,62216.973,52447.586,69639.66,64291.324,78500.21
2030-01-05 11:00,50536.227,52370.43,53165.207,72569.21,65702.086,58984.633,73206.86,56376.21,71069.93,71009.984,59998.58,59998.58,58796.098,50536.227,65295.207,60731.035,73829.555
2030-01-05 12:00,50444.703,51947.586,52573.145,68206.7,62536.06,57144.285,68594.23,55057.37,66941.8,66827.61,57893.316,57893.316,56934.973,50444.703,62232.49,58538.605,69184.04
2030-01-05 13:00,50242.125,51596.72,52150.082,67592.68,61607.402,56261.723,67839.94,54266.246,66328.65,66149.0,56909.48,56909.48,56008.6,50242.125,61297.67,57589.18,68470.61
2030-01-05 14:00,50751.99,52032.55,52554.324,67404.32,61797.73,56701.934,67613.19,54682.31,66178.09,65991.0,57341.63,57341.63,56435.547,50751.99,61521.707,58028.426,68240.15
2030-01-05 15:00,51846.562,53348.58,53996.832,68883.4,63628.73,58645.49,69153.57,56532.766,67644.0,67483.375,59360.5,59360.5,58418.332,51846.562,63368.79,60014.26,69770.02
2030-01-05 16:00,53625.0,55191.133,55866.793,72563.8,66629.016,60699.49,72988.34,58426.625,71178.48,71062.31,61573.242,61573.242,60508.87,53625.0,66298.96,62268.09,73594.99
2030-01-05 17:00,56766.96,58808.637,59720.41,76353.03,71327.24,65287.594,76908.0,62949.617,75175.34,75168.516,66367.9,66367.9,65221.613,56766.96,70983.664,66974.25,77372.98
2030-01-05 18:00,60105.695,62067.36,62897.383,77688.05,73496.164,67960.49,78178.4,65799.13,76693.71,76685.89,68959.76,68959.76,67905.35,60105.695,73194.74,69514.28,78603.086
2030-01-05 19:00,60201.293,61490.42,62005.11,75105.336,70971.45,66110.41,75468.46,64181.883,74156.09,74082.26,66837.07,66837.07,65958.68,60201.293,70706.62,67398.22,75954.57
2030-01-05 20:00,59089.91,60437.184,60949.914,74162.39,69928.625,65122.62,74442.195,63149.914,73247.32,73147.39,65851.125,65851.125,64932.414,59089.91,69688.336,66464.25,74893.69
2030-01-05 21:00,60656.414,62184.01,62844.24,76140.336,72099.07,67005.664,76676.8,65308.402,75304.56,75375.03,67927.164,67927.164,67030.64,60656.414,71786.75,68334.914,76943.36
2030-01-05 22:00,63616.965,65368.984,66141.69,77113.164,74541.4,70255.414,77585.125,68758.58,76572.67,76689.7,71141.9,71141.9,70370.336,63616.965,74276.88,71415.71,77699.016
2030-01-05 23:00,68814.68,70433.99,71250.27,79806.64,78083.29,74580.28,80272.375,73642.28,79395.766,79541.3,75505.695,75505.695,74910.4,68814.68,77854.664,75530.664,80334.195
2030-01-06 00:00,75695.56,77342.24,76398.43,76731.336,75746.195,76097.77,76398.43,76418.47,76731.336,76762.57,77216.64,74653.7,75664.51,72521.39,74179.09,72521.39,78350.25
2030-01-06 01:00,73962.83,75062.45,74430.42,74639.516,73965.555,74200.45,74430.42,74429.19,74639.516,74635.82,74955.8,73166.26,73929.695,71288.28,72856.664,71288.28,75710.22
2030-01-06 02:00,71698.47,73325.27,72430.09,72763.15,71777.85,72139.24,72430.09,72444.52,72763.15,72794.164,73197.95,70614.73,71672.17,68064.68,70037.44,68064.68,74213.36
2030-01-06 03:00,71556.02,72849.1,72221.01,72454.586,71619.41,71953.805,72221.01,72233.24,72454.586,72446.72,72744.0,70562.32,71527.42,68107.59,70065.695,68107.59,73525.195
2030-01-06 04:00,72280.51,73439.266,72887.75,73101.16,72313.96,72617.336,72887.75,72896.08,73101.16,73058.0,73323.08,71373.28,72245.8,69020.58,70957.03,69020.58,74221.484
2030-01-06 05:00,73022.625,75138.27,74017.484,74483.95,73103.875,73578.36,74017.484,74054.336,74483.95,74494.86,74981.26,71772.62,72980.78,69445.64,71363.9,69445.64,76120.66
2030-01-06 06:00,74094.555,76508.79,75214.59,75715.445,74198.15,74730.555,75214.59,75253.37,75715.445,75727.23,76314.19,72690.8,74052.125,69348.5,72010.914,69348.5,77969.67
2030-01-06 07:00,74941.23,79190.4,76944.42,77880.68,75171.41,76172.59,76944.42,77033.06,77880.68,77917.64,78871.6,72712.37,74888.04,68156.266,71466.92,68156.266,81820.47
2030-01-06 08:00,72789.94,81161.98,76289.95,78264.13,73489.875,75167.96,76289.95,76561.695,78264.13,78709.96,80742.945,68926.336,72820.516,62072.223,66471.82,62072.223,86792.02
2030-01-06 09:00,62530.438,74916.18,66656.43,69760.945,63697.89,65687.66,66656.43,67156.24,69760.945,71009.26,74573.47,58743.266,62705.504,53409.39,56281.957,53409.39,85395.445
2030-01-06 10:00,62320.047,73670.96,66062.24,68871.53,63415.848,65215.8,66062.24,66517.516,68871.53,70050.04,73353.71,58732.387,62489.098,53392.4,56350.473,53392.4,83859.41
2030-01-06 11:00,59118.84,69320.59,62335.086,64886.305,60151.46,61711.98,62335.086,62771.133,64886.305,66107.64,69137.64,56118.92,59298.832,51473.082,53915.637,51473.082,79617.29
2030-01-06 12:00,57276.844,65564.32,59886.63,61995.535,58134.008,59406.246,59886.63,60262.684,61995.535,63026.008,65474.508,55014.34,57432.5,51255.816,53218.47,51255.816,74250.86
2030-01-06 13:00,56413.805,64968.6,58929.777,61148.35,57274.777,58508.4,58929.777,59320.707,61148.35,62292.367,64919.156,54365.098,56579.37,51040.93,52760.33,51040.93,73521.31
2030-01-06 14:00,56859.703,64979.266,59355.465,61443.496,57723.105,58950.473,59355.465,59736.832,61443.496,62531.027,64960.41,54788.117,57026.938,51503.523,53157.207,51503.523,73244.125
2030-01-06 15:00,58785.95,66515.73,61311.305,63253.74,59650.008,60883.742,61311.305,61672.01,63253.74,64244.89,66485.12,56554.254,58945.906,52662.63,54666.945,52662.63,74657.57
2030-01-06 16:00,60829.22,69801.38,63773.188,66015.04,61761.508,63200.613,63773.188,64168.977,66015.04,67101.32,69706.664,58314.887,60994.508,54406.453,56483.098,54406.453,78811.3
2030-01-06 17:00,65365.914,73866.2,68445.69,70499.375,66275.91,67773.984,68445.69,68790.82,70499.375,71392.95,73697.62,62523.566,65512.273,57621.984,60402.156,57621.984,81695.25
2030-01-06 18:00,68028.89,75625.16,70882.73,72752.62,68857.83,70248.74,70882.73,71206.85,72752.62,73526.23,75484.086,65391.535,68158.875,60915.137,63489.285,60915.137,82299.09
2030-01-06 19:00,66213.71,73255.1,68607.914,70457.7,66976.41,68146.88,68607.914,68939.75,70457.7,71297.02,73194.125,64046.543,66348.83,60956.33,62527.86,60956.33,79943.695
2030-01-06 20:00,65244.285,72363.24,67694.38,69532.36,66067.664,67272.74,67694.38,68032.0,69532.36,70373.72,72319.25,63085.04,65393.223,59894.566,61518.96,59894.566,78390.77
